File,ID
C:/Users/lieve/OneDrive/Uni/Aerospace Master/1. Semester/Aerospace Strcutures/Assignment 2/AerospaceStructures_Assignment2/Analysis1.op2,2
Loadcase,ID,Step,ID
SUBCASE 1 = LC1 ,1,Simulation 1,0
SUBCASE 2 = LC2 ,2,Simulation 1,0
Stress
System=1,Corners=false,Aggregation Mode=none
method=Results Query

Elements,FileID,Loadcase,Step,Layer,XX,XY,YY,
1,2,1,0,average,-66.019157409668,35.700485229492,22.835590362549
2,2,1,0,average,-81.946876525879,39.506675720215,25.815797805786
3,2,1,0,average,-64.293273925781,42.991039276123,22.887508392334
4,2,1,0,average,-92.856269836426,41.965156555176,21.547241210938
5,2,1,0,average,-88.389511108398,39.516235351563,28.453758239746
6,2,1,0,average,-93.128509521484,35.616325378418,21.537899017334
7,2,1,0,average,-93.245849609375,38.290328979492,23.219207763672
8,2,1,0,average,-93.924682617188,39.561309814453,25.086650848389
9,2,1,0,average,-93.216644287109,39.555633544922,23.232315063477
10,2,1,0,average,-93.186965942383,40.711818695068,23.774492263794
11,2,1,0,average,-93.291259765625,39.570449829102,23.994823455811
12,2,1,0,average,-93.187179565430,37.149223327637,23.768978118896
13,2,1,0,average,-92.898559570313,37.408439636230,23.865177154541
14,2,1,0,average,-92.667808532715,39.568588256836,23.797674179077
15,2,1,0,average,-92.896865844727,40.449855804443,23.875495910645
16,2,1,0,average,-92.848129272461,40.720569610596,23.997720718384
17,2,1,0,average,-92.417121887207,39.567314147949,23.551530838013
18,2,1,0,average,-92.851898193359,37.138153076172,23.989143371582
19,2,1,0,average,-93.090263366699,37.504486083984,24.308460235596
20,2,1,0,average,-94.090789794922,39.566421508789,22.911554336548
21,2,1,0,average,-93.092025756836,40.363136291504,24.318344116211
22,2,1,0,average,-97.236541748047,38.134651184082,23.155208587646
23,2,1,0,average,-98.803466796875,39.634330749512,25.223894119263
24,2,1,0,average,-97.252830505371,40.027652740479,23.159313201904
25,2,1,0,average,-102.143157958984,35.547019958496,20.297142028809
26,2,1,0,average,-95.446380615234,39.685897827148,30.936164855957
27,2,1,0,average,-101.853057861328,42.619522094727,20.305149078369
28,2,1,0,average,-68.130455017090,44.374160766602,22.243989944458
29,2,1,0,average,-85.820945739746,39.592075347900,27.109157562256
30,2,1,0,average,-69.829574584961,34.603469848633,22.185211181641
1,2,2,0,average,-24.851123809814,154.150863647461,7.422191143036
2,2,2,0,average,-26.961479187012,155.991699218750,8.493500709534
3,2,2,0,average,-18.028989791870,156.552841186523,7.624883174896
4,2,2,0,average,-30.058336257935,154.206451416016,7.111361503601
5,2,2,0,average,-29.081291198730,156.028991699219,9.362609863281
6,2,2,0,average,-31.139553070068,152.116775512695,7.066608428955
7,2,2,0,average,-30.731060028076,153.474243164063,7.619117259979
8,2,2,0,average,-30.904575347900,156.201950073242,8.254512786865
9,2,2,0,average,-30.620691299438,153.889846801758,7.663548469543
10,2,2,0,average,-30.660861968994,154.298645019531,7.835412979126
11,2,2,0,average,-30.696498870850,156.237487792969,7.894620418549
12,2,2,0,average,-30.660358428955,153.126373291016,7.807636260986
13,2,2,0,average,-30.570159912109,153.205978393555,7.835347175598
14,2,2,0,average,-30.490306854248,156.230697631836,7.829927444458
15,2,2,0,average,-30.562097549438,154.207321166992,7.872792243958
16,2,2,0,average,-30.543502807617,154.296722412109,7.911756515503
17,2,2,0,average,-30.408023834229,156.226409912109,7.749122142792
18,2,2,0,average,-30.557907104492,153.118240356445,7.877326965332
19,2,2,0,average,-30.627380371094,153.255065917969,7.979604244232
20,2,2,0,average,-30.959032058716,156.223602294922,7.538569450378
21,2,2,0,average,-30.632949829102,154.195861816406,8.019827842712
22,2,2,0,average,-31.964982986450,153.996170043945,7.610818862915
23,2,2,0,average,-32.509754180908,156.491683959961,8.299458503723
24,2,2,0,average,-32.028762817383,154.619201660156,7.628137588501
25,2,2,0,average,-34.132816314697,153.152587890625,6.663730144501
26,2,2,0,average,-31.405036926270,156.695556640625,10.178977966309
27,2,2,0,average,-32.988716125488,155.479553222656,6.695796012878
28,2,2,0,average,-19.341850280762,157.524414062500,7.425276756287
29,2,2,0,average,-28.237865447998,156.324859619141,8.919726371765
30,2,2,0,average,-26.050830841064,154.309539794922,7.193183898926
