File,ID
"C:/Users/lieve/OneDrive/Uni/Aerospace Master/1. Semester/Aerospace Strcutures/Assignment 2/AerospaceStructures_Assignment2/Analysis/TDIM2 42 to 55, t=5.op2",2
Loadcase,ID,Step,ID
SUBCASE 1 = LC1 ,1,Simulation 1,0
SUBCASE 2 = LC2 ,2,Simulation 1,0
1D Stress:CBAR Axial
System=,Aggregation Mode=none
method=Results Query

Elements,FileID,Loadcase,Step,1D Stress:CBAR Axial,
37,2,1,0,-67.738304138184
38,2,1,0,-61.262298583984
39,2,1,0,-68.175514221191
40,2,1,0,-69.165184020996
41,2,1,0,-71.953231811523
42,2,1,0,-69.114013671875
43,2,1,0,-71.125167846680
44,2,1,0,-70.444511413574
45,2,1,0,-71.100852966309
46,2,1,0,-68.626716613770
47,2,1,0,-69.499679565430
48,2,1,0,-68.635284423828
49,2,1,0,-71.168045043945
50,2,1,0,-70.519218444824
51,2,1,0,-71.167671203613
52,2,1,0,-68.581062316895
53,2,1,0,-69.206848144531
54,2,1,0,-68.571159362793
55,2,1,0,-71.279380798340
56,2,1,0,-70.914024353027
57,2,1,0,-71.255500793457
58,2,1,0,-71.900344848633
59,2,1,0,-74.091445922852
60,2,1,0,-71.937927246094
61,2,1,0,-67.727424621582
62,2,1,0,-61.376461029053
63,2,1,0,-67.324386596680
37,2,2,0,-21.491657257080
38,2,2,0,-20.159137725830
39,2,2,0,-23.219589233398
40,2,2,0,-22.849250793457
41,2,2,0,-23.677804946899
42,2,2,0,-22.648057937622
43,2,2,0,-23.450168609619
44,2,2,0,-23.175344467163
45,2,2,0,-23.350091934204
46,2,2,0,-22.566173553467
47,2,2,0,-22.867820739746
48,2,2,0,-22.598674774170
49,2,2,0,-23.417720794678
50,2,2,0,-23.203838348389
51,2,2,0,-23.416284561157
52,2,2,0,-22.581996917725
53,2,2,0,-22.771619796753
54,2,2,0,-22.545558929443
55,2,2,0,-23.494892120361
56,2,2,0,-23.332618713379
57,2,2,0,-23.403091430664
58,2,2,0,-23.590131759644
59,2,2,0,-24.377916336060
60,2,2,0,-23.736446380615
61,2,2,0,-23.014762878418
62,2,2,0,-20.194534301758
63,2,2,0,-21.421503067017
